	Dekker_et_al_individual2_CHX	Dekker_et_al_individual2_untreated	Dekker_et_al_individual4_CHX	Dekker_et_al_individual4_untreated	Dekker_et_al_individual3_CHX	Dekker_et_al_individual3_untreated	Dekker_et_al_individual1_CHX	Dekker_et_al_individual1_untreated	Dekker_et_al_individual5_CHX	Dekker_et_al_individual5_untreated	Dekker_et_al_individual9_CHX	Dekker_et_al_individual9_untreated	Dekker_et_al_individual7_CHX	Dekker_et_al_individual7_untreated	Dekker_et_al_individual8_CHX	Dekker_et_al_individual8_untreated	Dekker_et_al_individual6_CHX	Dekker_et_al_individual6_untreated
chr10_97917669_97920098_ZNF518A-NM_001278526.2	300	209	523	385	1186	292	1203	327	612	236	1685	462	1196	986	1106	442	703	263
chr10_97920100_97920527_ZNF518A-NM_014803.4	70	41	130	75	275	71	262	80	204	55	422	104	367	308	274	97	171	67
chr10_102762295_102762703_LZTS2-NM_032429.4	222	634	138	1275	977	2006	1733	937	1314	1138	855	2189	887	4049	349	1076	587	857
chr10_102763263_102763923_LZTS2-NM_032429.4	411	1067	226	2182	1867	3259	3482	1683	2500	2086	1670	4057	1787	6329	683	2024	1053	1632
chr10_102765214_102765472_LZTS2-NM_032429.4	221	540	89	1098	811	1644	1451	690	1029	937	755	1742	862	3605	309	895	463	733
chr10_102766241_102766922_LZTS2-NM_032429.4	432	1388	264	2490	1623	3822	3368	1739	2381	2224	1781	4397	1958	9765	726	2210	1205	1998
chr10_103530088_103530376_FGF8-NM_001206389.1	0	0	2	0	8	2	3	3	4	1	7	0	6	2	1	1	13	2
chr10_103531219_103531326_FGF8-NM_001206389.1	0	0	1	0	3	0	6	2	3	1	4	0	7	2	1	1	6	1
chr10_103534488_103534513_FGF8-NM_001206389.1	0	0	0	0	1	0	8	1	2	0	2	0	6	2	1	1	0	0
chr10_103534488_103534636_FGF8-NM_033165.4	0	0	0	0	2	0	11	1	2	1	3	1	7	2	2	2	1	1
chr10_103534488_103534669_FGF8-NM_006119.5	0	0	0	0	2	0	11	1	2	1	3	1	23	2	3	2	2	1
chr10_103534886_103534973_FGF8-NM_033164.4	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
chr10_103535496_103535533_FGF8-NM_033165.4	0	0	0	1	2	0	3	0	2	1	14	6	0	0	2	0	7	0
chr10_103535625_103535657_FGF8-NM_033165.4	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
chr10_124671150_124671275_FAM24A-NM_001029888.3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
chr10_124672277_124672467_FAM24A-NM_001029888.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr11_695608_695822_TMEM80-NM_174940.3	69	60	70	51	196	81	198	61	165	71	388	95	174	219	107	38	156	42
chr11_695608_695846_TMEM80-NM_001276274.1	77	91	97	83	210	114	254	93	191	88	459	137	222	333	130	75	174	65
chr11_698868_698888_TMEM80-NM_001276274.1	41	76	73	68	76	92	170	83	103	65	279	105	146	366	70	71	99	55
chr11_700141_700212_TMEM80-NM_001276253.1	49	95	101	97	120	115	225	104	149	94	382	154	213	455	98	93	135	76
chr11_700141_700235_TMEM80-NM_001276274.1	51	101	111	103	128	120	233	108	155	102	405	164	220	483	106	98	143	78
chr11_700614_700707_TMEM80-NM_001276274.1	50	116	116	138	153	154	263	134	179	133	460	195	250	563	130	127	152	97
chr11_702944_703146_TMEM80-NM_001276274.1	73	139	138	194	272	200	366	192	237	176	547	258	278	540	166	168	205	112
chr11_702944_703147_TMEM80-NM_001042463.2	73	139	138	196	272	202	368	195	240	176	548	258	278	541	166	169	205	112
chr11_703674_703732_TMEM80-NM_001276253.1	26	47	70	80	76	70	108	48	91	68	178	91	96	209	48	55	67	55
chr11_704441_704643_TMEM80-NM_001276274.1	1	26	11	13	14	20	41	19	15	17	71	34	27	67	5	5	23	17
chr11_2426169_2426273_TRPM5-NM_014555.3	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
chr11_2426756_2426823_TRPM5-NM_014555.3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0
chr11_2427248_2427321_TRPM5-NM_014555.3	0	0	0	0	0	2	1	0	1	0	2	0	1	0	0	0	2	0
chr11_2427890_2428023_TRPM5-NM_014555.3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
chr11_2428348_2428530_TRPM5-NM_014555.3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
chr11_2428988_2429142_TRPM5-NM_014555.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
chr11_2432581_2432756_TRPM5-NM_014555.3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11_2432864_2432997_TRPM5-NM_014555.3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
chr11_2433364_2433483_TRPM5-NM_014555.3	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
chr11_2433983_2434242_TRPM5-NM_014555.3	0	0	2	0	3	0	1	0	0	0	2	0	0	0	0	0	1	0
chr11_2434363_2434456_TRPM5-NM_014555.3	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0
chr11_2434705_2434818_TRPM5-NM_014555.3	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0
chr11_2435290_2435436_TRPM5-NM_014555.3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
chr11_2435944_2436068_TRPM5-NM_014555.3	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0
chr11_2436136_2436277_TRPM5-NM_014555.3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
chr11_2436350_2436701_TRPM5-NM_014555.3	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0
chr11_2437135_2437254_TRPM5-NM_014555.3	0	0	1	0	0	0	0	0	0	0	1	0	2	0	1	0	2	0
chr11_2438956_2439059_TRPM5-NM_014555.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11_2439396_2439588_TRPM5-NM_014555.3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11_2439756_2439821_TRPM5-NM_014555.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11_2441451_2441635_TRPM5-NM_014555.3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11_2442261_2442428_TRPM5-NM_014555.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11_2443370_2443551_TRPM5-NM_014555.3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11_2444149_2444266_TRPM5-NM_014555.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11_3249093_3250029_MRGPRE-NM_001039165.4	0	1	6	0	2	0	4	0	3	0	9	0	4	2	1	0	6	0
chr11_18101948_18102038_SAAL1-NM_138421.3	10	6	24	18	37	17	36	22	8	12	86	35	76	59	55	45	48	22
chr11_18102957_18103050_SAAL1-NM_138421.3	15	25	38	41	66	39	74	42	16	29	145	60	126	142	96	74	93	45
chr11_18105081_18105278_SAAL1-NM_138421.3	37	33	67	63	142	57	176	73	68	50	259	128	230	255	198	128	169	81
chr11_18108412_18108601_SAAL1-NM_138421.3	40	37	99	101	182	72	229	82	105	74	361	187	307	384	239	139	183	103
chr11_18108689_18108772_SAAL1-NM_138421.3	33	24	71	93	158	63	186	60	70	50	278	144	222	286	177	97	119	69
chr11_18110876_18111057_SAAL1-NM_138421.3	47	37	122	144	247	81	285	101	92	78	462	239	298	420	257	154	188	89
chr11_18111721_18111837_SAAL1-NM_138421.3	30	31	94	114	182	68	213	88	66	70	376	199	204	361	187	112	147	54
chr11_18111980_18112040_SAAL1-NM_138421.3	23	28	69	84	135	54	180	69	51	58	305	160	169	302	152	83	111	45
chr11_18113791_18113871_SAAL1-NM_138421.3	32	35	84	109	158	71	209	86	56	63	363	159	201	377	175	109	141	55
chr11_18118317_18118401_SAAL1-NM_138421.3	27	31	85	79	128	55	172	70	42	52	309	113	175	287	151	93	128	48
chr11_18124779_18124893_SAAL1-NM_138421.3	29	30	111	96	169	78	190	67	45	53	303	116	211	350	169	95	172	65
chr11_18127453_18127588_SAAL1-NM_138421.3	23	21	62	53	109	48	116	40	28	32	168	78	137	215	113	60	114	51
chr11_34904266_34904363_APIP-NM_015957.4	34	83	104	122	99	86	151	139	65	108	305	214	171	642	102	170	82	103
chr11_34904883_34905051_APIP-NM_015957.4	50	131	137	197	162	165	262	221	108	176	522	366	301	947	177	281	137	155
chr11_34909839_34909975_APIP-NM_015957.4	35	95	107	171	163	195	232	160	98	159	447	336	274	796	180	228	144	143
chr11_34910298_34910416_APIP-NM_015957.4	39	88	100	148	170	186	205	150	74	147	329	280	232	687	165	186	164	155
chr11_34912050_34912099_APIP-NM_015957.4	32	74	83	98	139	135	140	91	45	92	230	182	152	605	102	127	124	138
chr11_34916556_34916657_APIP-NM_015957.4	31	90	100	98	149	158	189	117	74	105	273	189	200	705	128	131	168	191
chr11_34937774_34937831_APIP-NM_015957.4	13	52	74	74	71	90	119	58	45	61	176	138	115	421	73	77	102	110
chr11_57426948_57427362_CLP1-NM_001142597.1	42	137	80	179	242	242	259	169	100	151	365	375	236	739	154	223	116	167
chr11_57426948_57427554_CLP1-NM_006831.3	55	177	101	227	304	304	336	220	131	208	503	492	304	938	188	292	154	208
chr11_57428236_57428905_CLP1-NM_001142597.1	50	186	105	231	237	315	326	227	171	214	594	515	333	916	185	329	184	210
chr11_58294929_58295196_LPXN-NM_001143995.2	2236	342	3116	446	3191	229	5735	323	3332	514	23626	1909	2910	762	692	66	11124	678
chr11_58295515_58295664_LPXN-NM_001143995.2	3285	284	3563	415	3016	198	5917	322	3484	423	23948	1853	3030	569	614	50	10912	523
chr11_58317258_58317340_LPXN-NM_001143995.2	2177	249	2605	327	2313	159	4854	230	2731	314	19194	1493	2249	428	480	32	8315	390
chr11_58317445_58317619_LPXN-NM_001143995.2	2605	324	3777	500	3427	227	7227	332	4068	483	28106	2203	3265	652	683	43	11804	641
chr11_58318537_58318705_LPXN-NM_001143995.2	3048	342	4240	530	4175	251	7598	349	4308	485	30391	2419	3748	1002	774	61	13659	748
chr11_58322313_58322413_LPXN-NM_001143995.2	2134	241	2611	352	2935	151	4438	219	2575	298	17440	1488	2414	658	598	40	10283	579
chr11_58331627_58331674_LPXN-NM_001143995.2	1559	199	1742	240	2121	116	3112	157	1814	226	11977	1065	1629	508	435	29	7750	437
chr11_58338028_58338186_LPXN-NM_001143995.2	2330	308	2657	390	2995	161	4693	217	2598	331	17291	1454	2536	743	676	50	11956	694
chr11_58343232_58343245_LPXN-NM_004811.2	845	156	1076	189	875	50	1635	84	983	127	6581	544	960	286	135	18	4790	301
chr11_58345491_58345519_LPXN-NM_001143995.2	49	6	87	0	240	6	258	8	63	7	284	12	171	23	136	7	197	10
chr11_60692105_60692205_TMEM132A-NM_017870.4	34	52	105	195	186	221	288	189	63	103	616	233	103	551	142	106	184	113
chr11_60694675_60694890_TMEM132A-NM_017870.4	50	73	183	281	323	294	421	282	105	133	1060	341	166	739	274	204	295	131
chr11_60695112_60695331_TMEM132A-NM_017870.4	54	86	184	333	328	311	491	320	105	135	1171	401	204	654	298	261	301	157
chr11_60696100_60696432_TMEM132A-NM_017870.4	77	124	271	422	444	411	582	343	128	172	1441	525	256	922	353	342	351	201
chr11_60697981_60698131_TMEM132A-NM_017870.4	50	80	144	254	231	198	282	195	81	96	748	276	151	586	204	224	202	121
chr11_60699157_60699356_TMEM132A-NM_017870.4	93	110	225	360	323	308	411	295	97	161	1079	361	208	981	282	312	316	170
chr11_60699160_60699356_TMEM132A-NM_178031.3	92	109	225	358	322	308	409	295	97	161	1076	361	207	976	281	311	316	170
chr11_60699455_60699599_TMEM132A-NM_017870.4	54	90	186	302	275	297	373	266	83	144	1028	357	181	860	243	245	250	142
chr11_60701013_60701216_TMEM132A-NM_017870.4	61	124	227	381	366	399	534	339	108	158	1278	450	212	1019	295	259	290	149
chr11_60701959_60702236_TMEM132A-NM_017870.4	48	133	238	398	475	471	656	366	129	174	1528	535	250	1080	325	299	329	186
chr11_60702723_60702915_TMEM132A-NM_017870.4	38	91	169	311	341	319	524	296	103	156	1180	422	199	847	235	251	252	160
chr11_60703335_60704376_TMEM132A-NM_017870.4	152	276	643	960	909	982	1467	816	312	461	3048	1186	713	2876	918	877	1248	655
chr11_63953296_63953446_STIP1-NM_001282652.1	1	0	1	7	3	0	9	0	2	4	4	15	10	17	1	1	5	4
chr11_63953733_63953742_STIP1-NM_006819.3	269	312	424	564	1177	621	803	391	463	311	1542	821	946	2112	960	801	853	483
chr11_63960549_63960759_STIP1-NM_001282652.1	644	715	1074	1314	3024	1616	1884	955	1157	779	3968	1973	2218	5037	2296	1949	2114	1143
chr11_63961660_63961802_STIP1-NM_001282652.1	543	633	910	1121	2575	1321	1703	833	1031	707	3681	1824	1945	4135	1973	1701	1666	899
chr11_63961732_63961802_STIP1-NM_001282653.2	463	517	757	946	2022	1029	1429	686	820	580	2996	1473	1624	3254	1598	1402	1287	705
chr11_63961950_63962092_STIP1-NM_001282652.1	616	776	1033	1347	2575	1334	2095	955	1190	866	4302	2101	2165	4182	2194	1986	1679	999
chr11_63963116_63963285_STIP1-NM_001282652.1	696	802	1154	1406	2672	1320	2339	1013	1282	928	4722	2119	2343	4361	2332	2229	1770	1057
chr11_63964742_63964869_STIP1-NM_001282652.1	695	692	1063	1260	2307	1080	1984	871	1078	837	4117	1751	2130	3842	2017	2005	1561	938
chr11_63964964_63965067_STIP1-NM_001282652.1	704	774	1165	1365	2475	1168	2065	950	1112	843	4204	1923	2400	4882	2188	2073	1719	995
chr11_63965325_63965446_STIP1-NM_001282652.1	646	763	1158	1343	2477	1218	2113	975	1169	843	4209	2038	2420	5071	2299	2132	1800	977
chr11_63967411_63967508_STIP1-NM_001282652.1	599	688	1099	1326	2549	1302	2111	1037	1213	880	4519	2067	2423	4910	2257	2140	1812	1021
chr11_63967640_63967765_STIP1-NM_001282652.1	667	766	1241	1524	2839	1518	2395	1129	1352	995	5117	2296	2569	5210	2449	2325	2140	1172
chr11_63970347_63970384_STIP1-NM_001282652.1	396	454	725	957	1732	948	1564	722	873	620	3179	1541	1408	2934	1448	1360	1373	744
chr11_63970596_63970700_STIP1-NM_001282652.1	561	697	1004	1342	2562	1327	2191	931	1149	851	4504	2072	1987	3761	2109	1856	1791	1007
chr11_63970921_63971094_STIP1-NM_001282652.1	622	777	1127	1479	2928	1463	2506	1144	1329	1006	5088	2458	2264	4291	2262	2016	1876	1157
chr11_63971525_63971595_STIP1-NM_001282652.1	388	387	589	768	1521	755	1343	647	765	565	2673	1313	1324	2519	1253	1144	1081	695
chr11_64085687_64085858_PRDX5-NM_012094.5	534	2058	1029	2502	2076	4219	2478	2178	1110	1831	3619	4384	2126	16608	1610	2328	2375	2645
chr11_64085843_64085858_PRDX5-NM_001358516.2	412	1535	770	1790	1608	3227	1719	1610	863	1402	2761	3411	1587	12814	1148	1621	1778	2016
chr11_64087205_64087340_PRDX5-NM_012094.5	590	2368	1283	2917	2825	5435	2875	2627	1410	2306	4465	5469	2474	22352	1867	2624	2912	3189
chr11_64088132_64088264_PRDX5-NM_012094.5	597	2278	1297	2862	2879	5443	2942	2608	1424	2273	4609	5234	2419	21071	1880	2657	2706	2888
chr11_64088336_64088375_PRDX5-NM_012094.5	474	1552	872	1959	1806	3445	2038	1879	909	1526	3294	3800	1716	13232	1248	1763	1559	1881
chr11_64088478_64088540_PRDX5-NM_012094.5	510	1646	919	2107	1905	3582	2312	2084	1024	1627	3489	4068	1795	13382	1354	1919	1706	2099
chr11_64089057_64089160_PRDX5-NM_012094.5	468	1405	801	1913	1581	2901	2132	1911	944	1426	3258	3735	1482	10916	1212	1674	1417	1851
chr11_64756603_64757170_BATF2-NM_001300808.1	6	0	37	4	147	7	70	4	32	6	256	11	52	7	50	0	113	2
chr11_64756603_64757284_BATF2-NM_138456.4	9	0	42	4	174	9	80	5	36	6	298	12	58	7	55	0	138	3
chr11_64757545_64757614_BATF2-NM_001300807.1	0	0	0	0	1	2	1	0	1	0	0	0	1	0	0	0	1	0
chr11_64761919_64762021_BATF2-NM_138456.4	6	0	15	2	64	1	27	1	7	0	83	2	15	1	22	0	55	2
chr11_64764347_64764386_BATF2-NM_138456.4	3	0	3	2	33	1	3	0	3	0	1	0	4	0	1	0	6	1
chr11_65306553_65306702_LTBP3-NM_001164266.1	87	251	103	713	269	713	466	676	142	429	453	672	282	3083	270	526	232	372
chr11_65306798_65306930_LTBP3-NM_001164266.1	98	300	110	889	279	886	626	817	178	557	562	786	375	3460	325	649	241	491
chr11_65307018_65307099_LTBP3-NM_001164266.1	100	292	124	912	284	868	641	828	216	570	582	805	387	3209	326	691	257	511
chr11_65307190_65307352_LTBP3-NM_001164266.1	135	468	200	1281	469	1402	935	1206	315	868	823	1255	600	5145	534	1114	393	755
chr11_65307483_65307624_LTBP3-NM_001130144.2	68	283	113	632	198	670	464	512	134	377	365	429	265	2655	240	394	202	410
chr11_65307715_65307853_LTBP3-NM_001164266.1	125	486	205	1154	420	1321	913	1078	250	799	708	1305	600	5111	628	1148	360	684
chr11_65307956_65308085_LTBP3-NM_001164266.1	139	556	230	1221	417	1354	907	1135	299	811	716	1448	632	5579	739	1378	405	720
chr11_65308341_65308425_LTBP3-NM_001164266.1	132	442	172	1028	351	1051	700	934	261	640	562	1209	512	4344	651	1245	356	569
chr11_65308596_65308764_LTBP3-NM_001164266.1	167	513	200	1279	470	1209	855	1158	307	779	725	1504	622	4346	828	1536	397	670
chr11_65309070_65309199_LTBP3-NM_001164266.1	145	412	163	1102	374	940	720	1024	271	699	655	1338	539	3580	688	1371	319	580
chr11_65310575_65310695_LTBP3-NM_001164266.1	121	390	132	994	313	882	708	985	257	638	627	1278	497	3318	648	1265	310	565
chr11_65310897_65311020_LTBP3-NM_001164266.1	141	426	158	1050	327	940	748	988	246	662	634	1316	490	3354	644	1302	293	572
chr11_65313912_65314035_LTBP3-NM_001164266.1	148	385	153	1010	311	914	670	920	224	669	632	1204	469	3287	595	1181	279	525
chr11_65314268_65314391_LTBP3-NM_001164266.1	135	418	155	1005	302	939	680	939	240	687	650	1227	500	3368	634	1230	296	522
chr11_65314909_65315038_LTBP3-NM_001164266.1	131	456	173	1090	346	1094	753	1046	299	733	768	1424	542	4122	730	1359	343	582
chr11_65315160_65315292_LTBP3-NM_001164266.1	178	541	218	1263	420	1134	773	1143	335	779	802	1555	570	4662	796	1436	372	661
chr11_65315390_65315516_LTBP3-NM_001164266.1	156	538	202	1178	411	1011	688	1040	302	728	705	1418	505	4201	731	1335	333	634
chr11_65318596_65318695_LTBP3-NM_001164266.1	112	429	160	896	308	853	607	883	226	599	633	1214	439	3598	628	1092	295	552
chr11_65318872_65318945_LTBP3-NM_001164266.1	88	320	136	764	268	744	536	759	176	510	557	1005	366	2877	524	976	259	472
chr11_65319018_65319035_LTBP3-NM_001164266.1	71	232	103	574	200	546	399	548	133	372	425	784	292	2140	393	767	204	385
chr11_65319442_65319628_LTBP3-NM_001164266.1	157	437	166	1018	377	976	745	1008	252	676	762	1439	479	3374	705	1332	401	659
chr11_65319718_65319877_LTBP3-NM_001164266.1	138	376	148	886	318	920	649	890	227	587	645	1291	396	2787	644	1141	351	566
chr11_65320330_65320453_LTBP3-NM_001164266.1	104	308	133	676	271	830	536	676	172	484	504	1029	318	2247	541	907	244	447
chr11_65320634_65320727_LTBP3-NM_001164266.1	126	265	127	612	255	692	499	632	157	422	408	883	305	2102	450	827	201	434
chr11_65320895_65321001_LTBP3-NM_001164266.1	116	270	124	595	242	656	475	592	155	420	399	839	288	2099	419	785	177	419
chr11_65321171_65321374_LTBP3-NM_001164266.1	150	369	148	901	325	943	726	895	267	597	614	1272	448	3046	595	1036	301	529
chr11_65321521_65321831_LTBP3-NM_001164266.1	155	380	185	1050	399	1176	781	1035	309	696	661	1484	447	3797	674	1099	340	590
chr11_65321521_65321851_LTBP3-NM_021070.4	161	404	192	1084	411	1237	808	1070	317	724	689	1532	466	3946	715	1156	353	611
chr11_65325099_65325430_LTBP3-NM_021070.4	104	247	121	736	253	659	371	566	132	357	341	646	244	1940	327	494	171	352
chr11_66331406_66331478_CTSF-NM_003793.4	74	245	106	309	203	431	568	434	285	387	697	680	347	1901	196	248	266	307
chr11_66331558_66331617_CTSF-NM_003793.4	57	266	98	296	175	432	610	443	287	358	703	667	330	1734	198	234	236	295
chr11_66332028_66332119_CTSF-NM_003793.4	73	296	114	358	210	504	771	545	351	442	888	865	402	1929	228	301	287	368
chr11_66332212_66332277_CTSF-NM_003793.4	65	284	109	366	202	492	763	524	358	462	872	834	420	2117	232	290	283	350
chr11_66332357_66332477_CTSF-NM_003793.4	100	337	139	449	261	561	861	656	421	521	1030	965	554	2796	310	419	354	417
chr11_66333141_66333222_CTSF-NM_003793.4	99	329	129	427	243	518	749	609	410	465	928	871	521	2802	302	412	330	402
chr11_66333301_66333398_CTSF-NM_003793.4	118	373	144	446	269	506	815	647	418	518	961	902	595	2941	316	432	374	471
chr11_66333492_66333638_CTSF-NM_003793.4	160	440	133	567	290	537	958	710	464	619	1067	1044	621	3149	348	474	444	526
chr11_66333761_66333875_CTSF-NM_003793.4	128	361	97	475	214	452	758	615	393	501	978	853	468	2472	276	364	352	460
chr11_66334716_66334792_CTSF-NM_003793.4	77	280	81	322	165	353	574	465	303	388	748	600	362	1765	197	244	252	355
chr11_66334914_66335133_CTSF-NM_003793.4	121	394	136	491	250	553	920	654	438	570	1151	791	487	2478	227	285	358	486
chr11_66335454_66335553_CTSF-NM_003793.4	69	177	76	268	151	377	487	370	218	313	631	386	255	1385	98	115	176	236
chr11_66335744_66335957_CTSF-NM_003793.4	86	218	88	323	200	517	593	439	242	370	753	320	297	1503	80	88	234	328
chr11_72945204_72946335_P2RY2-NM_176072.3	0	5	0	7	2	4	0	5	0	2	4	6	0	9	3	3	1	1
chr11_74303703_74303763_POLD3-NM_006591.3	10	40	11	69	24	56	42	52	16	38	53	96	50	247	36	57	18	52
chr11_74305105_74305161_POLD3-NM_006591.3	13	54	11	89	31	68	53	68	22	49	69	127	69	315	48	77	30	75
chr11_74315736_74315839_POLD3-NM_006591.3	17	57	14	106	44	100	61	80	23	53	95	159	81	348	58	98	40	91
chr11_74315737_74315839_POLD3-NM_001363597.2	17	56	14	106	44	99	60	79	23	53	95	157	81	348	57	98	40	91
chr11_74322543_74322583_POLD3-NM_001363597.2	13	40	15	72	30	93	52	52	22	42	61	110	59	271	44	75	36	70
chr11_74323922_74324055_POLD3-NM_001363597.2	13	63	30	136	47	126	84	95	40	71	104	177	79	393	81	128	53	106
chr11_74329581_74329849_POLD3-NM_001363597.2	27	104	44	216	63	163	122	141	68	145	156	255	125	526	121	211	67	205
chr11_74331061_74331134_POLD3-NM_001363597.2	21	76	23	124	47	97	65	78	31	79	73	141	88	339	63	123	44	115
chr11_74336452_74336618_POLD3-NM_001363597.2	27	120	22	166	81	171	92	106	42	114	108	228	130	592	94	179	66	160
chr11_74340261_74340368_POLD3-NM_001363597.2	26	107	34	152	74	173	86	106	46	107	122	220	127	575	71	166	56	134
chr11_74345627_74345740_POLD3-NM_001363597.2	18	106	31	143	74	140	82	107	55	107	129	212	121	517	72	172	52	140
chr11_74347241_74347320_POLD3-NM_001363597.2	18	93	26	124	60	108	62	90	58	93	111	168	97	383	66	149	53	129
chr11_74351608_74351808_POLD3-NM_001363597.2	19	105	29	164	54	116	75	125	71	142	99	180	114	378	71	168	39	134
chr11_76503779_76503813_TSKU-NM_001318477.1	1	0	0	0	0	1	2	1	1	0	0	0	1	0	2	1	0	0
chr11_76506652_76507719_TSKU-NM_001318477.1	782	501	105	1044	1146	2019	6518	954	3520	699	1367	1796	994	3971	526	1109	693	696
chr11_76506660_76507719_TSKU-NM_001258210.1	782	501	105	1044	1146	2019	6518	954	3520	699	1366	1796	994	3971	525	1109	693	694
chr11_109964137_109964158_ZC3H12C-NM_033390.2	0	1	0	1	0	2	4	2	0	0	0	3	0	7	9	1	0	0
chr11_110007387_110008139_ZC3H12C-NM_033390.2	552	118	541	113	1367	114	2268	97	853	95	3386	125	1604	439	1254	127	1602	98
chr11_110023643_110023783_ZC3H12C-NM_033390.2	209	44	189	39	458	39	874	36	350	38	1313	49	633	166	474	44	633	26
chr11_110029980_110030215_ZC3H12C-NM_033390.2	272	47	215	34	594	36	1149	29	428	45	1616	51	776	205	611	68	746	27
chr11_110033997_110034104_ZC3H12C-NM_033390.2	179	32	136	17	411	21	784	16	263	32	1092	40	496	145	394	47	496	21
chr11_110035065_110036459_ZC3H12C-NM_033390.2	1097	173	995	192	3077	267	5994	166	2100	176	8322	369	3073	766	2755	332	3337	125
chr11_110300844_110301029_FDX1-NM_004109.5	96	75	139	140	339	208	507	117	211	162	629	119	422	640	45	67	254	108
chr11_110306557_110306682_FDX1-NM_004109.5	111	84	149	143	327	199	581	132	298	142	691	212	469	827	98	111	307	137
chr11_110327641_110327771_FDX1-NM_004109.5	130	95	189	162	390	208	675	143	404	144	831	297	543	979	148	143	406	189
chr11_110333077_110333189_FDX1-NM_004109.5	134	68	157	126	299	143	550	141	374	114	645	286	446	780	132	152	347	171
chr11_111934894_111934945_PIH1D2-NM_001082619.1	3	8	6	3	11	6	21	7	9	5	29	21	11	29	10	16	8	8
chr11_111938597_111938729_PIH1D2-NM_138789.3	6	4	6	4	16	2	31	1	14	4	17	8	17	23	9	0	18	1
chr11_111941159_111941425_PIH1D2-NM_001082619.1	22	12	19	14	49	3	66	3	22	7	41	17	55	43	21	3	31	13
chr11_111941761_111942007_PIH1D2-NM_001082619.1	20	6	19	20	48	12	79	12	26	10	68	24	84	51	36	2	39	12
chr11_111942358_111942482_PIH1D2-NM_001082619.1	7	7	13	12	23	14	36	18	25	4	39	23	60	36	29	1	24	9
chr11_111943721_111943898_PIH1D2-NM_001082619.1	12	11	11	23	40	16	40	13	29	3	47	23	85	40	23	4	26	15
chr11_117049979_117050162_SIDT2-NM_001040455.2	96	211	86	252	333	459	355	210	277	249	353	339	289	798	159	200	167	156
chr11_117052131_117052253_SIDT2-NM_001040455.2	101	178	91	207	330	398	334	213	243	256	318	346	272	713	147	178	167	151
chr11_117052522_117052687_SIDT2-NM_001040455.2	133	222	107	274	435	513	412	264	340	334	464	449	345	881	183	238	221	206
chr11_117052775_117052821_SIDT2-NM_001040455.2	75	149	60	185	254	307	281	153	218	215	307	272	225	557	113	155	131	126
chr11_117053234_117053336_SIDT2-NM_001040455.2	82	179	68	224	307	341	308	192	242	244	355	333	253	596	142	186	163	147
chr11_117053438_117053522_SIDT2-NM_001040455.2	91	170	77	212	295	350	326	200	242	226	346	319	256	584	155	180	157	141
chr11_117054494_117054594_SIDT2-NM_001040455.2	99	207	89	229	354	391	359	242	290	277	408	340	307	708	150	210	192	193
chr11_117054789_117054855_SIDT2-NM_001040455.2	116	176	90	190	308	328	348	219	281	240	366	329	284	757	141	179	186	185
chr11_117056845_117056939_SIDT2-NM_001040455.2	128	180	95	221	341	339	372	229	316	244	423	359	346	843	158	210	216	206
chr11_117057299_117057352_SIDT2-NM_001040455.2	101	135	78	178	248	267	284	171	255	190	360	318	247	691	146	163	174	151
chr11_117058093_117058165_SIDT2-NM_001040455.2	98	153	97	192	245	294	314	186	268	212	393	340	274	674	148	185	173	156
chr11_117058343_117058415_SIDT2-NM_001040455.2	73	158	110	212	259	357	360	231	272	245	409	382	277	685	145	192	152	155
