	Dekker_et_al_individual2_CHX	Dekker_et_al_individual2_untreated	Dekker_et_al_individual4_CHX	Dekker_et_al_individual4_untreated	Dekker_et_al_individual3_CHX	Dekker_et_al_individual3_untreated	Dekker_et_al_individual1_CHX	Dekker_et_al_individual1_untreated	Dekker_et_al_individual5_CHX	Dekker_et_al_individual5_untreated	Dekker_et_al_individual9_CHX	Dekker_et_al_individual9_untreated	Dekker_et_al_individual7_CHX	Dekker_et_al_individual7_untreated	Dekker_et_al_individual8_CHX	Dekker_et_al_individual8_untreated	Dekker_et_al_individual6_CHX	Dekker_et_al_individual6_untreated
chr17_74737146_74738050_MFSD11	8	5	0	1	10	0	11	2	6	5	13	8	11	26	5	3	5	3
chr17_74738130_74738258_MFSD11	0	2	2	1	0	0	2	1	1	0	4	1	2	0	1	0	1	0
chr17_74738355_74739479_MFSD11	0	4	2	1	7	3	76	0	5	5	39	2	22	14	6	0	27	2
chr17_74739538_74740403_MFSD11	2	0	0	1	5	1	2	5	1	2	3	4	8	5	1	2	3	0
chr17_74740548_74750128_MFSD11	25	19	32	11	21	8	72	12	40	9	65	12	70	78	30	15	54	2
chr17_74750169_74763467_MFSD11	37	25	33	34	92	18	183	17	64	9	167	35	159	48	73	23	135	8
chr17_74763533_74765827_MFSD11	7	8	9	5	17	3	47	0	14	3	23	7	26	29	13	1	34	1
chr17_74765953_74771078_MFSD11	0	2	7	5	7	1	3	3	4	2	31	11	9	18	4	7	22	6
chr17_74771253_74772487_MFSD11	0	1	1	0	3	1	7	2	1	1	5	2	2	8	0	3	6	1
chr17_74772623_74774269_MFSD11	3	0	3	6	4	10	5	10	3	16	9	14	4	45	2	3	1	3
chr17_74774431_74775423_MFSD11	130	106	123	121	270	155	442	108	209	127	495	216	456	702	252	156	367	139
chr18_14969605_14970467_LINC01444	10	6	0	0	2	0	0	0	0	10	3	0	0	0	0	1	8	5
chr18_47753562_47753753_CFAP53	2	1	6	0	10	0	21	0	11	1	12	0	18	3	5	0	8	1
chr18_47753979_47764972_CFAP53	5	0	11	0	6	0	11	0	7	0	20	0	29	1	0	0	11	0
chr18_47765075_47769269_CFAP53	1	2	0	0	2	3	6	0	2	1	8	6	9	5	0	0	2	1
chr18_47769486_47777127_CFAP53	3	0	1	2	6	1	18	6	9	5	9	0	21	4	10	2	10	0
chr18_47777346_47777850_CFAP53	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr18_47778154_47787433_CFAP53	111	15	100	22	131	17	395	14	175	6	299	19	368	61	109	10	155	10
chr18_47787607_47788359_CFAP53	2	7	3	2	10	6	4	5	7	4	6	6	9	19	0	1	3	2
chr18_47788589_47792705_CFAP53	12	1	13	10	31	8	107	9	52	1	56	7	76	2	32	2	39	4
chr18_47792774_47792865_CFAP53	12	3	15	3	34	2	94	2	25	2	46	4	50	16	15	0	47	5
chr18_49866566_49867157_DCC	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	7	0	0
chr18_49867248_50278423_DCC	4	0	3	0	1	1	1	0	1	1	7	0	0	6	8	2	1	1
chr18_50278744_50432413_DCC	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
chr18_50432698_50450076_DCC	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
chr18_50450227_50451603_DCC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr18_50451740_50589674_DCC	3	0	0	1	1	0	1	0	0	0	1	0	2	2	3	0	0	0
chr18_50589829_50592415_DCC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr18_50592536_50683725_DCC	6	1	0	0	0	0	2	0	1	0	4	0	6	1	0	0	3	0
chr18_50683882_50705331_DCC	2	3	6	2	0	2	4	2	0	4	12	0	9	3	6	2	5	0
chr18_50705486_50731585_DCC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr18_50731734_50734048_DCC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr18_50734187_50741917_DCC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr18_50741967_50831947_DCC	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3	0	0
chr18_50832089_50848416_DCC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr18_50848527_50866082_DCC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr18_50866277_50912412_DCC	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
chr18_50912508_50918024_DCC	0	0	4	0	1	2	2	0	0	0	2	2	0	0	5	2	2	0
chr18_50918257_50923677_DCC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr18_50923816_50929155_DCC	0	1	0	0	0	0	68	20	24	13	1	0	0	0	2	0	0	0
chr18_50929263_50936821_DCC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr18_50937016_50942493_DCC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0
chr18_50942526_50961513_DCC	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0
chr18_50961579_50976869_DCC	1	1	1	0	0	0	1	0	0	0	1	0	1	1	8	0	0	0
chr18_50977032_50985601_DCC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr18_50985828_50994263_DCC	1	0	3	0	0	0	2	0	0	0	0	0	0	1	2	0	1	0
chr18_50994380_51013166_DCC	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0
chr18_51013328_51025667_DCC	2	0	11	2	5	0	2	2	0	1	20	2	6	0	11	4	12	0
chr18_51025880_51052986_DCC	9	1	7	1	4	1	1	1	0	1	13	2	17	13	6	1	12	1
chr18_51053129_51056933_DCC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr18_51057020_51062269_DCC	0	0	0	2	4	0	2	0	2	0	3	0	6	2	23	59	0	0
chr18_73121430_73122821_SMIM21	0	0	7	0	9	4	0	0	0	0	12	1	0	0	10	1	8	0
chr18_73122864_73130146_SMIM21	0	0	7	2	5	1	0	0	2	0	11	0	0	2	16	10	4	0
chr18_73130147_73130740_SMIM21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr18_73130871_73139389_SMIM21	2	0	20	4	27	7	5	2	6	4	64	3	2	5	43	16	5	0
chr18_73139518_73139658_SMIM21	0	0	3	1	1	0	1	0	0	0	7	1	0	1	4	2	1	0
chr19_305574_306692_MIER2	267	234	373	627	1374	871	1214	564	762	551	2575	1055	1270	1743	1123	601	718	347
chr19_306711_307118_MIER2	2	1	1	2	10	8	5	7	5	2	27	13	4	10	7	7	6	2
chr19_307536_308576_MIER2	0	4	1	17	8	15	3	17	6	9	9	15	6	50	7	14	2	1
chr19_308665_308800_MIER2	4	7	1	7	5	6	8	3	5	4	14	14	6	23	8	7	2	0
chr19_308925_311844_MIER2	13	23	8	53	6	17	13	19	6	26	29	68	21	195	4	28	4	27
chr19_311939_312190_MIER2	3	1	5	2	40	6	12	3	11	5	57	19	19	13	10	3	8	1
chr19_312272_313491_MIER2	0	2	1	3	5	4	6	5	1	1	10	3	2	27	4	7	3	1
chr19_313643_325634_MIER2	4	27	1	10	0	6	3	4	4	2	6	15	6	21	0	8	4	2
chr19_325704_326506_MIER2	16	10	4	13	10	8	12	5	0	4	14	7	19	27	7	8	8	6
chr19_326598_327132_MIER2	2	3	2	22	5	6	11	8	0	9	16	20	6	33	3	7	4	11
chr19_327256_327863_MIER2	0	1	1	0	2	2	1	1	1	2	5	0	6	14	0	2	2	0
chr19_327989_334399_MIER2	4	39	7	11	33	21	26	14	10	20	43	31	42	83	34	25	15	8
chr19_334542_336082_MIER2	0	8	3	6	3	9	2	4	0	5	16	10	6	15	2	12	3	0
chr19_336173_344773_MIER2	30	100	50	211	100	188	80	99	50	112	162	242	105	556	117	252	84	98
chr19_344782_344841_MIER2	2	7	14	10	24	12	18	11	12	3	31	14	25	36	28	12	25	10
chr19_1248551_1250295_MIDN	31	93	65	196	343	382	153	159	163	184	191	271	114	1097	102	197	69	130
chr19_1250528_1251560_MIDN	0	1	2	20	8	21	6	24	5	26	9	10	12	68	3	21	2	6
chr19_1251648_1251837_MIDN	4	0	2	18	16	19	15	21	5	34	35	19	6	83	15	29	2	11
chr19_1251900_1254165_MIDN	28	75	26	251	121	220	115	280	106	405	134	274	71	1116	64	321	32	106
chr19_1254477_1254900_MIDN	0	2	0	7	2	3	4	5	1	10	6	5	0	32	0	16	1	5
chr19_1255060_1255420_MIDN	0	1	2	15	3	10	0	22	2	51	2	11	0	43	2	24	2	8
chr19_1255693_1256993_MIDN	2	38	1	104	14	83	8	122	8	211	8	79	21	449	7	146	12	41
chr19_1257268_1259142_MIDN	484	1186	489	2157	2419	2593	2722	2312	2538	2610	2981	3059	1539	9033	1704	3040	544	1226
chr19_1407584_1407772_DAZAP1	60	152	106	576	201	427	333	288	178	256	389	521	237	1295	69	306	109	447
chr19_1407801_1417498_DAZAP1	126	343	78	775	246	581	659	453	429	458	414	879	351	1886	139	651	203	389
chr19_1417539_1418202_DAZAP1	0	7	1	14	5	8	3	11	0	7	0	18	9	42	3	13	6	6
chr19_1418369_1418664_DAZAP1	1	3	1	8	0	8	1	5	1	11	1	13	2	31	3	5	1	6
chr19_1418730_1421146_DAZAP1	303	60	327	130	490	126	1144	112	447	91	1263	232	1091	729	273	117	492	166
chr19_1421257_1422346_DAZAP1	5	19	3	41	8	17	10	16	17	16	8	32	28	157	8	34	6	13
chr19_1422395_1425876_DAZAP1	149	245	216	868	530	500	431	621	444	468	928	1002	1365	2712	348	508	162	466
chr19_1425959_1428840_DAZAP1	79	225	112	615	216	407	195	456	190	286	365	653	807	2500	172	478	69	399
chr19_1428994_1429965_DAZAP1	4	13	2	68	14	20	30	30	21	23	22	107	25	341	4	56	2	23
chr19_1429995_1430220_DAZAP1	3	7	5	26	4	15	10	13	6	16	12	25	10	70	3	14	2	12
chr19_1430361_1432512_DAZAP1	2	9	2	17	1	14	5	9	0	6	7	12	6	57	3	10	2	12
chr19_1432689_1433737_DAZAP1	1	9	0	25	1	24	7	18	3	16	6	39	13	118	0	26	0	19
chr19_1433823_1434735_DAZAP1	0	13	0	48	14	49	34	64	16	44	23	83	43	254	1	39	6	42
chr19_1434908_1435683_DAZAP1	167	443	223	1113	577	1101	1048	875	665	826	1044	1963	983	4535	335	1091	488	764
chr19_2096913_2096944_IZUMO4	2	2	8	6	7	3	57	3	6	8	22	10	3	19	7	1	7	3
chr19_2097161_2097250_IZUMO4	1	0	0	0	4	0	0	0	1	0	5	0	0	2	1	0	0	0
chr19_2097331_2097422_IZUMO4	2	0	7	1	8	1	52	1	1	3	18	0	3	3	3	1	8	0
chr19_2097494_2097927_IZUMO4	3	0	9	1	26	3	92	2	8	2	36	4	7	4	10	3	20	2
chr19_2097954_2098050_IZUMO4	1	0	3	1	9	1	28	1	4	1	13	2	2	8	3	2	7	2
chr19_2098126_2098285_IZUMO4	0	1	2	3	6	5	34	5	2	5	14	4	5	23	4	2	6	6
chr19_2098333_2098434_IZUMO4	1	0	2	0	8	0	28	1	2	1	9	1	3	3	4	0	3	0
chr19_2098449_2098785_IZUMO4	1	2	5	9	9	12	37	11	11	6	12	12	5	29	5	7	3	11
chr19_2098803_2098974_IZUMO4	2	0	1	2	5	5	19	6	3	2	3	3	4	14	0	0	1	8
chr19_2099028_2099253_IZUMO4	6	1	2	0	4	0	23	2	2	1	9	7	5	19	0	0	4	4
chr19_2099341_2099589_IZUMO4	2	4	0	1	4	8	26	4	2	5	9	4	6	13	2	1	4	6
chr19_2867332_2867419_ZNF556	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
chr19_2867422_2873493_ZNF556	0	0	3	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0
chr19_2873620_2876090_ZNF556	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0
chr19_2876274_2877270_ZNF556	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_2878324_2883443_ZNF556	4	0	85	6	1	0	0	0	0	0	22	0	7	0	2	2	30	0
chr19_5865836_5866614_FUT5	0	0	3	0	3	0	2	0	4	0	6	0	8	1	2	0	1	0
chr19_5867736_5870551_FUT5	0	0	1	0	0	0	2	0	0	0	30	0	15	1	8	0	2	0
chr19_10514155_10514214_MIR1181	294	287	427	576	1218	683	1063	356	668	436	2092	787	875	1831	837	609	1131	618
chr19_16308721_16308837_AP1M1	20	60	35	134	96	163	123	138	57	103	244	338	143	633	55	98	74	185
chr19_16308879_16314269_AP1M1	9	15	18	10	27	8	24	10	8	7	57	15	34	79	15	19	8	16
chr19_16314426_16317151_AP1M1	8	3	12	13	12	7	9	7	9	7	18	15	8	42	6	11	1	7
chr19_16317219_16318829_AP1M1	11	11	8	11	9	15	14	11	9	19	14	30	13	184	3	17	8	16
chr19_16318960_16319840_AP1M1	0	9	7	21	9	5	5	8	0	12	24	20	16	50	3	6	3	14
chr19_16319988_16321170_AP1M1	4	3	0	2	2	4	2	4	2	11	5	1	1	15	0	0	0	0
chr19_16321206_16337231_AP1M1	4	41	10	34	6	6	7	12	1	19	18	24	17	104	10	10	17	12
chr19_16337358_16338358_AP1M1	6	9	10	52	22	24	0	15	5	18	32	55	15	106	6	24	6	23
chr19_16338501_16338947_AP1M1	1	1	2	4	3	6	5	11	2	9	12	7	10	81	1	9	7	11
chr19_16339019_16339580_AP1M1	0	9	0	15	3	23	4	11	3	16	11	64	8	94	6	20	1	21
chr19_16339739_16344303_AP1M1	4	24	1	28	9	46	7	43	7	52	15	80	19	97	3	46	7	51
chr19_16344429_16345009_AP1M1	2	15	2	16	24	24	15	19	9	27	43	37	14	99	0	18	7	19
chr19_16345085_16345223_AP1M1	1	8	0	3	5	2	2	3	0	6	7	7	4	28	0	1	2	3
chr19_16345243_16356717_AP1M1	206	768	403	1522	1198	1832	1673	1242	807	1350	2834	3243	1191	4627	824	1265	640	1090
chr19_38893774_38893793_FAM98C	1	9	4	10	8	9	9	10	6	9	16	6	13	35	4	8	4	6
chr19_38893858_38893977_FAM98C	3	11	10	14	40	14	49	10	38	16	75	13	44	72	7	8	27	13
chr19_38894126_38894199_FAM98C	1	7	0	0	0	1	3	1	1	2	3	2	2	20	2	0	3	5
chr19_38894334_38895547_FAM98C	3	1	4	16	9	11	3	4	4	20	9	17	12	40	3	13	3	12
chr19_38895753_38895983_FAM98C	1	8	3	16	12	8	8	13	4	12	15	20	3	31	6	10	4	11
chr19_38896061_38896158_FAM98C	4	4	1	7	6	2	2	4	2	10	5	15	8	23	3	10	0	6
chr19_38896275_38897549_FAM98C	3	26	11	74	28	39	14	55	2	46	26	90	17	212	9	43	5	59
chr19_38897717_38899390_FAM98C	0	16	5	33	2	31	9	20	7	29	18	59	9	102	4	17	5	27
chr19_38899519_38899728_FAM98C	3	16	9	16	11	18	23	12	29	29	38	48	80	147	21	21	33	23
chr19_43979254_43979564_PHLDB3	66	12	30	20	187	21	830	51	231	33	658	65	234	104	80	21	160	22
chr19_43979696_43982198_PHLDB3	2	3	0	2	12	2	14	2	6	1	22	0	16	6	6	0	4	4
chr19_43982284_43983528_PHLDB3	0	0	2	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0
chr19_43983745_43990417_PHLDB3	2	7	2	9	7	1	19	3	8	1	17	9	3	8	1	1	4	3
chr19_43990474_43990760_PHLDB3	4	0	3	0	18	0	33	1	11	1	43	2	11	5	7	1	8	0
chr19_43990848_43990931_PHLDB3	0	1	0	0	7	0	34	0	5	4	20	2	5	3	2	0	2	0
chr19_43991022_43991175_PHLDB3	0	2	6	2	30	0	85	1	19	1	72	2	31	3	15	2	9	2
chr19_43991275_43998853_PHLDB3	4	3	8	12	18	14	59	20	27	16	39	42	42	114	9	10	16	15
chr19_43998967_43999407_PHLDB3	7	1	1	1	2	2	13	0	7	0	7	1	5	15	1	0	7	2
chr19_43999491_43999646_PHLDB3	3	2	0	0	4	0	14	2	7	0	19	2	5	6	3	0	4	0
chr19_43999772_44001269_PHLDB3	9	4	14	2	41	2	113	4	33	4	104	7	57	13	24	5	33	3
chr19_44001431_44001899_PHLDB3	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
chr19_44002028_44005885_PHLDB3	5	6	5	7	28	12	18	5	6	1	33	15	59	115	9	9	11	14
chr19_44006023_44006252_PHLDB3	0	0	0	0	0	1	4	0	4	0	2	0	1	10	0	1	0	1
chr19_44006435_44008057_PHLDB3	4	2	2	3	5	1	9	2	0	1	12	2	1	3	3	0	5	0
chr19_44008270_44008985_PHLDB3	18	10	15	7	43	4	197	12	68	6	201	19	99	58	42	11	104	12
chr19_44100543_44101260_ZNF576	58	64	88	66	325	116	267	72	132	52	415	222	257	540	133	95	191	128
chr19_44101345_44102982_ZNF576	0	2	1	0	3	1	2	3	3	2	2	5	1	3	1	0	4	0
chr19_44103407_44105309_ZNF576	94	126	105	162	332	163	367	179	234	133	477	308	351	685	150	196	261	194
chr19_44645706_44648785_ZNF234	17	17	8	32	46	22	29	39	45	33	35	38	23	126	15	21	28	19
chr19_44648800_44652923_ZNF234	0	0	1	2	2	2	3	1	0	0	2	0	2	6	0	0	0	1
chr19_44653050_44654565_ZNF234	11	12	3	20	16	20	14	24	14	20	21	48	35	84	2	10	18	37
chr19_44654658_44660404_ZNF234	2	20	2	12	11	11	3	13	13	16	16	8	6	58	8	8	2	14
chr19_44662269_44664466_ZNF234	45	82	64	118	222	145	270	126	250	110	239	264	168	381	102	94	115	102
chr19_47813117_47813152_C5AR1	0	0	2	0	2	0	0	0	0	0	2	1	2	2	0	1	1	0
chr19_47813155_47823037_C5AR1	9	3	17	4	14	8	22	6	12	3	57	19	34	9	5	5	4	3
chr19_47824084_47825323_C5AR1	15	15	53	8	47	28	107	15	26	19	161	40	80	41	52	15	66	13
chr19_51320936_51322134_LINC01869	6	2	6	1	36	5	50	3	12	0	57	19	22	17	11	5	18	5
chr2_279557_280149_ALKAL2	0	0	0	0	1	0	8	1	6	0	0	0	5	3	14	3	4	2
chr2_280152_283110_ALKAL2	11	0	13	0	6	0	23	0	12	1	25	0	22	4	19	4	15	4
chr2_283175_286122_ALKAL2	5	4	13	2	5	2	13	0	3	2	20	4	26	8	22	0	7	2
chr2_286203_286289_ALKAL2	2	1	11	0	7	0	22	0	3	0	18	1	17	2	9	0	9	0
chr2_286343_287582_ALKAL2	11	0	16	0	16	0	47	0	8	0	52	1	39	7	19	0	22	0
chr2_287835_288091_ALKAL2	2	0	6	0	13	2	28	0	2	0	36	0	19	0	3	0	10	0
chr2_6968684_6980595_NRIR	0	0	0	2	22	2	6	2	9	0	2	2	6	4	4	3	0	0
chr2_20678385_20701284_LOC107985856	22	0	16	1	15	2	3	0	4	0	21	1	25	1	23	1	18	0
chr2_36923832_36943513_VIT	7	33	2	1	8	21	1	4	18	15	10	20	7	34	3	0	1	4
chr2_36943565_36956568_VIT	0	2	0	0	0	1	1	2	0	0	0	0	1	1	0	0	0	0
chr2_36956634_36970242_VIT	1	5	2	0	5	0	0	2	8	7	10	7	7	6	0	0	0	1
chr2_36970399_36982063_VIT	0	3	0	0	0	2	0	0	0	4	4	2	0	2	0	0	2	0
chr2_36982197_36986111_VIT	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2_36986311_36994236_VIT	7	76	5	28	4	56	3	22	6	75	20	76	24	79	0	0	0	15
chr2_36994428_37000933_VIT	5	6	4	4	4	3	0	4	3	9	7	6	9	11	0	0	2	2
chr2_37000990_37002144_VIT	1	0	1	1	1	0	0	0	2	0	5	0	2	0	2	0	2	0
chr2_37002210_37008869_VIT	0	0	0	0	2	0	2	0	1	4	5	1	0	0	1	0	3	2
chr2_37008914_37010482_VIT	0	0	2	0	1	1	0	0	6	0	3	0	3	2	0	0	0	0
chr2_37010545_37014271_VIT	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3
chr2_37014419_37028443_VIT	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
chr2_37028547_37032580_VIT	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0
chr2_37032807_37035614_VIT	0	2	0	0	0	4	0	9	0	7	0	1	2	6	0	1	0	0
chr2_37036128_37041325_VIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr2_37041501_37041937_VIT	9	7	1	0	4	12	1	1	7	6	7	2	6	17	0	0	2	1
chr2_47143004_47144334_TTC7A	62	12	80	21	194	27	221	21	118	17	264	62	160	106	107	28	189	35
chr2_47144416_47168680_TTC7A	151	66	162	202	433	175	402	148	159	94	649	156	154	150	79	44	436	144
chr2_47168864_47177501_TTC7A	37	39	46	30	56	28	79	7	41	33	242	53	90	59	35	9	86	24
chr2_47177665_47183977_TTC7A	31	6	26	5	51	12	88	8	47	11	139	30	42	18	17	4	46	8
chr2_47184146_47202111_TTC7A	186	295	279	517	733	462	1287	449	728	571	1205	819	505	1179	326	264	593	473
chr2_47202242_47205930_TTC7A	2	4	2	14	7	3	27	7	0	6	9	5	18	10	0	1	6	5
chr2_47206046_47220588_TTC7A	5	20	4	13	25	16	82	12	24	22	112	25	10	82	17	4	71	21
chr2_47220667_47221495_TTC7A	0	22	2	19	10	30	6	22	0	13	12	43	3	70	1	3	5	14
chr2_47221653_47222274_TTC7A	0	5	0	6	1	5	1	3	1	5	12	17	1	16	2	3	17	1
chr2_47222338_47233060_TTC7A	108	83	159	85	99	66	439	49	138	67	302	91	87	198	42	59	172	57
chr2_47233198_47233779_TTC7A	1	0	1	10	8	7	17	4	7	2	24	9	5	16	1	0	17	5
chr2_47233863_47238469_TTC7A	9	10	6	15	19	17	40	10	27	14	39	24	9	30	2	3	44	14
chr2_47238574_47249000_TTC7A	9	26	4	16	43	25	62	24	15	26	69	53	8	92	3	12	28	17
chr2_47249118_47250546_TTC7A	0	2	0	2	2	5	3	0	0	4	9	0	0	13	0	1	2	0
chr2_47250604_47251425_TTC7A	2	6	1	2	4	4	16	7	5	3	12	11	8	9	1	1	8	3
chr2_47251498_47256362_TTC7A	73	19	149	24	71	12	314	35	72	16	295	32	92	40	45	8	96	22
chr2_47256523_47273453_TTC7A	127	81	255	84	175	92	360	68	120	60	768	99	206	233	293	22	428	46
chr2_47273570_47274404_TTC7A	0	2	0	1	0	1	0	3	0	0	4	2	0	9	3	2	0	0
chr2_47274476_47277087_TTC7A	0	6	1	1	2	0	0	11	0	2	0	15	6	27	1	0	1	5
chr2_47277185_47278884_TTC7A	2	9	4	13	24	10	15	9	6	21	27	39	19	63	12	10	13	19
chr2_47279019_47287907_TTC7A	5	40	6	74	7	69	18	49	13	60	7	126	17	201	4	40	10	53
chr2_47288110_47300840_TTC7A	41	62	94	30	71	22	100	47	22	34	127	60	55	88	60	8	78	27
chr2_47301059_47303262_TTC7A	700	586	813	1041	2156	1263	3794	1081	1801	1107	4667	2272	1908	3141	1048	558	2624	1114
chr2_62901012_62934326_EHBP1	165	441	148	487	449	571	496	470	296	381	490	877	432	2420	276	575	257	453
chr2_62934430_62974529_EHBP1	18	27	9	23	8	19	19	16	12	20	13	45	9	167	12	37	6	9
chr2_62974587_62991400_EHBP1	6	15	5	8	10	3	9	5	6	7	9	19	4	20	8	8	4	9
chr2_62991496_62998473_EHBP1	7	19	2	12	5	10	4	11	5	8	11	38	9	73	0	15	2	7
chr2_62998527_63053221_EHBP1	7	48	4	10	11	7	32	18	17	9	9	29	9	53	6	16	3	10
chr2_63053403_63058153_EHBP1	7	6	1	4	17	3	17	6	8	14	7	3	20	43	7	0	1	3
chr2_63058293_63085540_EHBP1	61	106	73	39	89	22	102	45	71	73	136	55	49	311	61	63	64	31
chr2_63085645_63086303_EHBP1	2	3	0	2	0	1	1	0	1	1	3	4	3	18	1	5	0	3
chr2_63086426_63091865_EHBP1	0	4	0	0	0	2	0	0	5	0	0	5	0	0	0	1	0	0
chr2_63092106_63101480_EHBP1	4	27	2	4	3	2	5	4	2	2	4	10	3	14	2	0	0	1
chr2_63101667_63169852_EHBP1	30	352	21	82	33	45	58	123	49	66	62	122	78	335	16	89	16	56
chr2_63170031_63170936_EHBP1	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0
chr2_63170985_63175394_EHBP1	6	34	1	23	1	4	1	13	4	8	2	12	4	40	6	28	3	12
chr2_63176297_63182651_EHBP1	6	39	4	26	8	24	25	43	7	27	23	59	24	153	22	56	9	18
chr2_63182795_63206322_EHBP1	5	104	5	29	11	21	32	22	14	18	3	46	9	61	11	25	7	2
chr2_63206470_63215065_EHBP1	4	19	4	6	0	11	3	5	3	2	2	10	6	30	8	19	5	5
chr2_63215173_63217850_EHBP1	8	9	0	6	0	2	0	0	4	6	0	3	14	39	6	12	2	4
chr2_63217975_63220664_EHBP1	2	0	0	2	1	0	5	0	0	6	2	4	4	8	1	2	1	0
chr2_63220803_63221005_EHBP1	0	1	0	3	1	1	0	2	1	3	1	5	1	9	1	3	1	1
chr2_63221112_63223777_EHBP1	7	22	4	18	17	13	21	5	7	4	11	23	7	59	4	34	4	8
chr2_63223901_63264669_EHBP1	25	100	15	37	15	28	45	25	11	23	53	31	22	319	17	47	10	15
chr2_63264769_63265877_EHBP1	0	6	0	13	1	3	6	8	1	8	6	11	3	38	3	30	4	9
chr2_63265951_63272200_EHBP1	21	110	26	152	25	102	60	112	26	56	47	162	64	625	26	173	16	100
chr2_63272315_63272544_EHBP1	4	3	1	11	1	8	6	13	4	5	14	13	2	38	1	10	1	12
chr2_63272632_63273622_EHBP1	383	924	350	951	939	1027	1111	943	713	889	1219	1917	1291	5054	546	1447	572	935
chr2_63344985_63346677_DBIL5P2	2	2	1	0	5	0	10	0	0	0	11	2	7	7	6	0	2	1
chr2_69240275_69240631_ANTXR1	375	1467	298	1210	608	1940	1854	1412	1129	1172	1303	2562	1453	6840	266	783	971	2181
chr2_69240783_69267175_ANTXR1	7	42	11	72	15	78	58	122	68	75	26	271	27	160	6	75	23	64
chr2_69267247_69271873_ANTXR1	176	49	73	49	144	28	742	34	494	16	304	92	396	259	59	18	210	66
chr2_69271945_69297778_ANTXR1	110	123	13	50	50	63	458	60	245	52	148	180	163	274	22	30	79	82
chr2_69297860_69298885_ANTXR1	10	18	13	10	14	23	50	34	24	23	25	42	17	198	4	10	14	26
chr2_69298919_69300153_ANTXR1	4	18	3	17	9	30	40	15	10	11	25	33	27	143	5	8	11	22
chr2_69300233_69302721_ANTXR1	42	84	19	62	30	74	79	51	50	55	65	100	165	459	10	26	21	59
chr2_69302790_69304539_ANTXR1	14	66	16	35	7	67	41	44	36	22	49	60	32	218	4	17	26	51
chr2_69304620_69317990_ANTXR1	19	17	8	10	11	24	156	17	31	10	17	31	10	50	8	7	27	13
chr2_69318051_69329973_ANTXR1	11	56	10	20	12	39	31	24	15	18	30	67	34	201	5	17	24	25
chr2_69330072_69350148_ANTXR1	66	284	101	260	150	352	342	436	221	187	479	1069	341	1326	63	104	203	415
chr2_69350218_69351696_ANTXR1	0	2	5	6	0	2	7	7	5	3	7	5	5	20	0	0	3	2
chr2_69351775_69372457_ANTXR1	516	1457	155	805	605	1074	1676	911	1428	801	1086	1984	889	1947	200	381	420	1145
chr2_69372505_69379300_ANTXR1	1068	2088	451	1638	2058	2843	6118	2356	4120	2002	3592	5245	2775	7417	555	805	1555	2934
chr2_69379396_69397379_ANTXR1	13	53	29	48	17	66	60	62	32	22	58	116	52	339	10	11	39	47
chr2_69397421_69399498_ANTXR1	2	16	14	25	3	21	22	27	9	28	33	46	27	196	3	11	14	39
chr2_69399513_69408917_ANTXR1	1	36	7	26	6	38	31	66	11	27	31	48	39	159	6	20	13	40
